"id","cluster","priority","intent","funnel_stage","locale","primary_keyword","secondary_keywords","long_tail_keywords","question_keywords","platform_modifiers","recommended_page_type","target_audience","related_platforms","related_use_cases","index_policy","content_status","notes"
"keyword_082","comparison","P2","comparison","MOFU","en","what is better for instagram: photo or reels","product photography; marketplace listing image; AI ecommerce photo","what is better for instagram: photo or reels without a photographer; what is better for instagram: photo or reels for marketplace sellers","how to what is better for instagram: photo or reels?; how to review AI product photos before publishing?","Instagram Shop","comparison page","marketplace sellers; instagram shops; small ecommerce teams","Instagram Shop","instagram-product-photos; reels-from-product-image","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_083","comparison","P2","informational","TOFU","ru","почему разные площадки требуют разные форматы","???????? ????; ???????? ??????; AI ??? ????????????","почему разные площадки требуют разные форматы ??? ?????????; почему разные площадки требуют разные форматы ??? ????????????","??? почему разные площадки требуют разные форматы?; ??? ????????? AI-???? ????? ????????????","Amazon; Etsy; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_083","comparison","P2","informational","TOFU","en","why different platforms need different formats","product photography; marketplace listing image; AI ecommerce photo","why different platforms need different formats without a photographer; why different platforms need different formats for marketplace sellers","how to why different platforms need different formats?; how to review AI product photos before publishing?","Amazon; Etsy; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Etsy; Kaspi","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_084","localization / international sellers","P2","informational","TOFU","ru","как продавать товары на разных маркетплейсах","???????? ????; ???????? ??????; AI ??? ????????????","как продавать товары на разных маркетплейсах ??? ?????????; как продавать товары на разных маркетплейсах ??? ????????????","??? как продавать товары на разных маркетплейсах?; ??? ????????? AI-???? ????? ????????????","Amazon; eBay; Etsy","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_084","localization / international sellers","P2","informational","TOFU","en","how to sell products on different marketplaces","product photography; marketplace listing image; AI ecommerce photo","how to sell products on different marketplaces without a photographer; how to sell products on different marketplaces for marketplace sellers","how to how to sell products on different marketplaces?; how to review AI product photos before publishing?","Amazon; eBay; Etsy","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_085","localization / international sellers","P2","how-to","MOFU","ru","как подготовить фото товара для зарубежного рынка","???????? ????; ???????? ??????; AI ??? ????????????","как подготовить фото товара для зарубежного рынка ??? ?????????; как подготовить фото товара для зарубежного рынка ??? ????????????","??? как подготовить фото товара для зарубежного рынка?; ??? ????????? AI-???? ????? ????????????","Amazon; eBay; Etsy","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_085","localization / international sellers","P2","how-to","MOFU","en","how to prepare product photos for international markets","product photography; marketplace listing image; AI ecommerce photo","how to prepare product photos for international markets without a photographer; how to prepare product photos for international markets for marketplace sellers","how to how to prepare product photos for international markets?; how to review AI product photos before publishing?","Amazon; eBay; Etsy","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; eBay; Etsy","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_086","localization / international sellers","P2","how-to","MOFU","ru","как сделать каталог на нескольких языках","???????? ????; ???????? ??????; AI ??? ????????????","как сделать каталог на нескольких языках ??? ?????????; как сделать каталог на нескольких языках ??? ????????????","??? как сделать каталог на нескольких языках?; ??? ????????? AI-???? ????? ????????????","Shopify; AliExpress","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; AliExpress","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_086","localization / international sellers","P2","how-to","MOFU","en","how to create a multilingual product catalog","product photography; marketplace listing image; AI ecommerce photo","how to create a multilingual product catalog without a photographer; how to create a multilingual product catalog for marketplace sellers","how to how to create a multilingual product catalog?; how to review AI product photos before publishing?","Shopify; AliExpress","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; AliExpress","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_087","localization / international sellers","P2","platform","BOFU","ru","как адаптировать карточку товара для ebay","???????? ????; ???????? ??????; AI ??? ????????????","как адаптировать карточку товара для ebay ??? ?????????; как адаптировать карточку товара для ebay ??? ????????????","??? как адаптировать карточку товара для ebay?; ??? ????????? AI-???? ????? ????????????","eBay","platform page","marketplace sellers; instagram shops; small ecommerce teams","eBay","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_087","localization / international sellers","P2","platform","BOFU","en","how to adapt a product card for ebay","product photography; marketplace listing image; AI ecommerce photo","how to adapt a product card for ebay without a photographer; how to adapt a product card for ebay for marketplace sellers","how to how to adapt a product card for ebay?; how to review AI product photos before publishing?","eBay","platform page","marketplace sellers; instagram shops; small ecommerce teams","eBay","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_088","localization / international sellers","P2","platform","BOFU","ru","как адаптировать карточку товара для amazon","???????? ????; ???????? ??????; AI ??? ????????????","как адаптировать карточку товара для amazon ??? ?????????; как адаптировать карточку товара для amazon ??? ????????????","??? как адаптировать карточку товара для amazon?; ??? ????????? AI-???? ????? ????????????","Amazon","platform page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","marketplace-white-background","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_088","localization / international sellers","P2","platform","BOFU","en","how to adapt a product card for amazon","product photography; marketplace listing image; AI ecommerce photo","how to adapt a product card for amazon without a photographer; how to adapt a product card for amazon for marketplace sellers","how to how to adapt a product card for amazon?; how to review AI product photos before publishing?","Amazon","platform page","marketplace sellers; instagram shops; small ecommerce teams","Amazon","marketplace-white-background","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_089","localization / international sellers","P2","platform","BOFU","ru","как адаптировать фото для etsy","???????? ????; ???????? ??????; AI ??? ????????????","как адаптировать фото для etsy ??? ?????????; как адаптировать фото для etsy ??? ????????????","??? как адаптировать фото для etsy?; ??? ????????? AI-???? ????? ????????????","Etsy","platform page","marketplace sellers; instagram shops; small ecommerce teams","Etsy","jewelry-product-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_089","localization / international sellers","P2","platform","BOFU","en","how to adapt product photos for etsy","product photography; marketplace listing image; AI ecommerce photo","how to adapt product photos for etsy without a photographer; how to adapt product photos for etsy for marketplace sellers","how to how to adapt product photos for etsy?; how to review AI product photos before publishing?","Etsy","platform page","marketplace sellers; instagram shops; small ecommerce teams","Etsy","jewelry-product-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_090","localization / international sellers","P2","platform","BOFU","ru","как подготовить визуал для shopify","???????? ????; ???????? ??????; AI ??? ????????????","как подготовить визуал для shopify ??? ?????????; как подготовить визуал для shopify ??? ????????????","??? как подготовить визуал для shopify?; ??? ????????? AI-???? ????? ????????????","Shopify","platform page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_090","localization / international sellers","P2","platform","BOFU","en","how to prepare visuals for shopify","product photography; marketplace listing image; AI ecommerce photo","how to prepare visuals for shopify without a photographer; how to prepare visuals for shopify for marketplace sellers","how to how to prepare visuals for shopify?; how to review AI product photos before publishing?","Shopify","platform page","marketplace sellers; instagram shops; small ecommerce teams","Shopify","ecommerce-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_091","localization / international sellers","P2","how-to","MOFU","ru","как сделать фото для локального маркетплейса","???????? ????; ???????? ??????; AI ??? ????????????","как сделать фото для локального маркетплейса ??? ?????????; как сделать фото для локального маркетплейса ??? ????????????","??? как сделать фото для локального маркетплейса?; ??? ????????? AI-???? ????? ????????????","OLX; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_091","localization / international sellers","P2","how-to","MOFU","en","how to make photos for a local marketplace","product photography; marketplace listing image; AI ecommerce photo","how to make photos for a local marketplace without a photographer; how to make photos for a local marketplace for marketplace sellers","how to how to make photos for a local marketplace?; how to review AI product photos before publishing?","OLX; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","OLX; Kaspi","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_092","localization / international sellers","P2","informational","TOFU","ru","как ai помогает поставщикам из снг","???????? ????; ???????? ??????; AI ??? ????????????","как ai помогает поставщикам из снг ??? ?????????; как ai помогает поставщикам из снг ??? ????????????","??? как ai помогает поставщикам из снг?; ??? ????????? AI-???? ????? ????????????","AliExpress; Temu","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_092","localization / international sellers","P2","informational","TOFU","en","how ai helps suppliers from the cis","product photography; marketplace listing image; AI ecommerce photo","how ai helps suppliers from the cis without a photographer; how ai helps suppliers from the cis for marketplace sellers","how to how ai helps suppliers from the cis?; how to review AI product photos before publishing?","AliExpress; Temu","blog","marketplace sellers; instagram shops; small ecommerce teams","AliExpress; Temu","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_093","localization / international sellers","P2","how-to","MOFU","ru","как сделать товарный контент для международных клиентов","???????? ????; ???????? ??????; AI ??? ????????????","как сделать товарный контент для международных клиентов ??? ?????????; как сделать товарный контент для международных клиентов ??? ????????????","??? как сделать товарный контент для международных клиентов?; ??? ????????? AI-???? ????? ????????????","Shopify; Amazon","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Amazon","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_093","localization / international sellers","P2","how-to","MOFU","en","how to create product content for international clients","product photography; marketplace listing image; AI ecommerce photo","how to create product content for international clients without a photographer; how to create product content for international clients for marketplace sellers","how to how to create product content for international clients?; how to review AI product photos before publishing?","Shopify; Amazon","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Amazon","supplier-catalog-photos","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_094","AI prompt / advanced","P0","how-to","MOFU","ru","как написать prompt для товарного фото","???????? ????; ???????? ??????; AI ??? ????????????","как написать prompt для товарного фото ??? ?????????; как написать prompt для товарного фото ??? ????????????","??? как написать prompt для товарного фото?; ??? ????????? AI-???? ????? ????????????","Shopify; Instagram Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_094","AI prompt / advanced","P0","how-to","MOFU","en","how to write a prompt for product photography","product photography; marketplace listing image; AI ecommerce photo","how to write a prompt for product photography without a photographer; how to write a prompt for product photography for marketplace sellers","how to how to write a prompt for product photography?; how to review AI product photos before publishing?","Shopify; Instagram Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","creative-product-scene","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_095","AI prompt / advanced","P2","how-to","MOFU","ru","как улучшить prompt для ai-видео","???????? ????; ???????? ??????; AI ??? ????????????","как улучшить prompt для ai-видео ??? ?????????; как улучшить prompt для ai-видео ??? ????????????","??? как улучшить prompt для ai-видео?; ??? ????????? AI-???? ????? ????????????","TikTok Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_095","AI prompt / advanced","P2","how-to","MOFU","en","how to improve a prompt for ai video","product photography; marketplace listing image; AI ecommerce photo","how to improve a prompt for ai video without a photographer; how to improve a prompt for ai video for marketplace sellers","how to how to improve a prompt for ai video?; how to review AI product photos before publishing?","TikTok Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","TikTok Shop","product-video-from-photo","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_096","AI prompt / advanced","P2","how-to","MOFU","ru","как описать модель для одежды","???????? ????; ???????? ??????; AI ??? ????????????","как описать модель для одежды ??? ?????????; как описать модель для одежды ??? ????????????","??? как описать модель для одежды?; ??? ????????? AI-???? ????? ????????????","Shopify","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_096","AI prompt / advanced","P2","how-to","MOFU","en","how to describe a model for clothing photos","product photography; marketplace listing image; AI ecommerce photo","how to describe a model for clothing photos without a photographer; how to describe a model for clothing photos for marketplace sellers","how to how to describe a model for clothing photos?; how to review AI product photos before publishing?","Shopify","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify","clothing-on-model","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_097","AI prompt / advanced","P2","how-to","MOFU","ru","как сделать ai-фон без изменения товара","???????? ????; ???????? ??????; AI ??? ????????????","как сделать ai-фон без изменения товара ??? ?????????; как сделать ai-фон без изменения товара ??? ????????????","??? как сделать ai-фон без изменения товара?; ??? ????????? AI-???? ????? ????????????","Amazon; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_097","AI prompt / advanced","P2","how-to","MOFU","en","how to create an ai background without changing the product","product photography; marketplace listing image; AI ecommerce photo","how to create an ai background without changing the product without a photographer; how to create an ai background without changing the product for marketplace sellers","how to how to create an ai background without changing the product?; how to review AI product photos before publishing?","Amazon; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","ai-background-replacement","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_098","AI prompt / advanced","P0","how-to","MOFU","ru","как заставить ai сохранить товар","???????? ????; ???????? ??????; AI ??? ????????????","как заставить ai сохранить товар ??? ?????????; как заставить ai сохранить товар ??? ????????????","??? как заставить ai сохранить товар?; ??? ????????? AI-???? ????? ????????????","Kaspi; Amazon","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_098","AI prompt / advanced","P0","how-to","MOFU","en","how to make ai preserve the product","product photography; marketplace listing image; AI ecommerce photo","how to make ai preserve the product without a photographer; how to make ai preserve the product for marketplace sellers","how to how to make ai preserve the product?; how to review AI product photos before publishing?","Kaspi; Amazon","blog","marketplace sellers; instagram shops; small ecommerce teams","Kaspi; Amazon","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_099","AI prompt / advanced","P2","how-to","MOFU","ru","как проверить, что ai не изменил товар","???????? ????; ???????? ??????; AI ??? ????????????","как проверить, что ai не изменил товар ??? ?????????; как проверить, что ai не изменил товар ??? ????????????","??? как проверить, что ai не изменил товар?; ??? ????????? AI-???? ????? ????????????","Amazon; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_099","AI prompt / advanced","P2","how-to","MOFU","en","how to check that ai did not change the product","product photography; marketplace listing image; AI ecommerce photo","how to check that ai did not change the product without a photographer; how to check that ai did not change the product for marketplace sellers","how to how to check that ai did not change the product?; how to review AI product photos before publishing?","Amazon; Kaspi","blog","marketplace sellers; instagram shops; small ecommerce teams","Amazon; Kaspi","exact-product-card","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_100","AI prompt / advanced","P2","how-to","MOFU","ru","как использовать vitrina ai studio для контент-плана магазина","???????? ????; ???????? ??????; AI ??? ????????????","как использовать vitrina ai studio для контент-плана магазина ??? ?????????; как использовать vitrina ai studio для контент-плана магазина ??? ????????????","??? как использовать vitrina ai studio для контент-плана магазина?; ??? ????????? AI-???? ????? ????????????","Shopify; Instagram Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","marketplace-content-manager-workflow","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
"keyword_100","AI prompt / advanced","P2","how-to","MOFU","en","how to use vitrina ai studio for a store content plan","product photography; marketplace listing image; AI ecommerce photo","how to use vitrina ai studio for a store content plan without a photographer; how to use vitrina ai studio for a store content plan for marketplace sellers","how to how to use vitrina ai studio for a store content plan?; how to review AI product photos before publishing?","Shopify; Instagram Shop","blog","marketplace sellers; instagram shops; small ecommerce teams","Shopify; Instagram Shop","marketplace-content-manager-workflow","index_when_content_ready","draft","Validate in Google Keyword Planner, Yandex Wordstat, and Bing Webmaster Tools before expanding publication."
